4595.02712524576 0.00 6364.75610682127 93.8142178208041 80.1979794061536 6608.3447778659574396
4595.06544364739 0.00 6410.81019479796 94.0419895841957 79.532856815483 6608.2805692465335596
4595.10376236857 0.00 6387.31067935261 94.9307146244991 72.0601165221192 6608.2163984637363683
4595.14208140929 0.00 6508.60076131546 96.6855964360143 77.3811849421878 6608.1522671120710584
4595.18040076956 0.00 6607.51551462402 100.679565928132 87.9564179947034 6608.0881768032377295
4595.21872044938 0.00 6491.87699990648 106.414358998622 90.3588408518401 6608.0241291662723597
4595.25704044874 0.00 6545.79181870366 99.6419801751967 80.7932582091283 6607.9601258476977819
4595.29536076767 0.00 6495.26542816043 94.2231159997037 79.7616692900073 6607.8961685116591980
4595.33368140614 0.00 6518.3249487842 94.3391715599779 76.0531610603909 6607.8322588400860695
4595.37200236419 0.00 6681.07299352022 95.7502487806881 79.3720951417404 6607.7683985328376366
4595.41032364179 0.00 6713.28982040762 96.4669255365343 87.2460749793837 6607.7045893078447989
4595.44864523895 0.00 6638.27328740651 96.1833779196564 85.2170481729082 6607.6408329012801914
4595.48696715569 0.00 6698.1026236403 96.4850940930332 85.8145277652811 6607.5771310676964276
4595.52528939199 0.00 6656.69366625293 95.9368007577474 91.948308989961 6607.5134855801934464
4595.56361194787 0.00 6513.7904513462 94.7597053715862 87.9299202005866 6607.4498982305640311
4595.60193482332 0.00 6559.50998101413 95.0329319158353 82.5248314502095 6607.3863708294638855
4595.64025801835 0.00 6636.06567539185 95.4873962877009 87.1859873926012 6607.3229052065644282
4595.67858153297 0.00 6597.30841017525 95.2819750421774 84.1265840621587 6607.2595032107183215
4595.71690536717 0.00 6636.56392523948 95.3598280495456 75.7965087060761 6607.1961667101140847
4595.75522952095 0.00 6591.54668333773 95.3287000966726 80.8924311500885 6607.1328975924543556
4595.79355399432 0.00 6659.78183343715 95.670873915077 81.3309509094575 6607.0696977651095949
4595.83187878729 0.00 6626.43004644773 95.2599074489465 72.1899243332078 6607.0065691552917997
4595.87020389984 0.00 6606.79307636743 95.342138460402 76.2318636704617 6606.9435137102227600
4595.908529332 0.00 6679.23721190726 95.8310392369416 80.0185063925494 6606.8805333973041343
4595.94685508376 0.00 6700.30069556381 95.78449796435 73.4442762720647 6606.8176302042902535
4595.98518115511 0.00 6597.27849777697 95.2806802975804 74.6955405344745 6606.7548061394627439
