  5128.1352  -420.32   9.99999E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1402  -420.03   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1452  -419.74   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1502  -419.45   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1552  -419.16   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1602  -418.86   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1652  -418.57   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1702  -418.28   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1752  -417.99   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1802  -417.70   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1852  -417.41   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1902  -417.11   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.1952  -416.82   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2002  -416.53   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2052  -416.24   9.99998E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2102  -415.95   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2152  -415.65   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2202  -415.36   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2252  -415.07   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2302  -414.78   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2352  -414.49   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2402  -414.19   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2452  -413.90   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2502  -413.61   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2552  -413.32   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2602  -413.03   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2652  -412.74   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2702  -412.44   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2752  -412.15   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2802  -411.86   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2852  -411.57   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2902  -411.28   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.2952  -410.98   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3002  -410.69   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3052  -410.40   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3102  -410.11   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3152  -409.82   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3202  -409.52   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3252  -409.23   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3302  -408.94   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3352  -408.65   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3402  -408.36   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3452  -408.06   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3502  -407.77   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3552  -407.48   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3602  -407.19   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3652  -406.90   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3702  -406.61   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3752  -406.31   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3802  -406.02   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3852  -405.73   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3902  -405.44   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.3952  -405.15   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4002  -404.85   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4052  -404.56   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4102  -404.27   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4152  -403.98   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4202  -403.69   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4252  -403.39   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4302  -403.10   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4352  -402.81   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4402  -402.52   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
  5128.4452  -402.23   9.99997E-01  0.00000E+00  0.00000E+00  1.00000E+00
