FeII2344  2344.214  0.109700  2.680e8   55.845		16.1877
FeII2261  2260.7805 0.00244   4.849e6   55.845		16.1877
FeII2250  2249.8768 0.00182   4.138e6   55.845		16.1877
FeII1902  1901.7730 0.0001009 2.327E5   55.845		16.1877
FeII1611  1611.2005 0.001345  7.141e5   55.845		16.1877
FeII1608  1608.4449 0.055450  1.996e8   55.845		16.1877
FeII1589  1588.6876 0.0001239 4.092e5   55.845		16.1877
FeII1261  1260.533  0.025000  1.312E8   55.845		16.1877
CoII2059  2059.471  0.012970  1.668e7	58.933200	17.0844
CoII2026  2026.407  0.060500  9.828e7   58.933200	17.0844
CoII2012  2012.161  0.04664   7.684e7   58.933200	17.0844
CoII1941  1941.280  0.07547   1.717e8   58.933200	17.0844
CoII1575  1574.545  0.08012   2.156e8   58.933200	17.0844
CoII1573  1572.648  0.025100  8.705e7   58.933200	17.0844
CoII1553  1552.760  0.01495   4.137e7   58.933200	17.0844
CoII1548  1547.946  0.02453   5.588e7   58.933200	17.0844
NiI2321   2320.744  0.685100  6.942E8   58.6934		7.6374
NiI2312   2311.669  0.376500  4.700E8   58.6934		7.6374
NiII1752  1751.910  0.063800  1.040E8   58.6934		18.168837
NiII1710  1709.600  0.068840  1.571E8   58.6934		18.168837
NiII1742  1741.549  0.103500  2.276E8   58.6934		18.168837
NiII1703  1703.405  0.012240  4.221E7   58.6934		18.168837
NiII1502  1502.148  0.01330   3.932E7   58.6934		18.168837
NiII1468  1467.756  0.022690  5.269E7   58.6934		18.168837
NiII1467  1467.259  0.011110  5.156E7   58.6934		18.168837
NiII1455  1454.842  0.059540  1.877E8   58.6934		18.168837
NiII1393  1393.324  0.022220  7.636E7   58.6934		18.168837
NiII1370  1370.132  0.130900  6.975e8   58.6934		18.168837
NiII1317  1317.217  0.145800  4.205e8   58.6934		18.168837
CuII1359  1358.773  0.380300  9.470e8   63.546		20.29239
ZnII2063  2062.664  0.252900  3.965e8   65.409		17.96439
ZnII2026  2026.136  0.515000  4.184e8   65.409		17.96439
GeII1602  1602.4863 0.1345    9.906e8   72.64		15.934
